poiType,poicode,name,month,h3index,h5,district_code,district,count,estimated_visit,country,version,customer,year,date,polygon,POI(s),state,brands
food.nightlife.bar_pub,POI_1001_356ttncc-6e0e12862720267b3d9f5953a069b223,scruples bar - the pllazio hotel,6,893da11a817ffff,853da11bfffffff,IN.HR.GU,Gurgaon,30,471,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.06434045400164 28.4647363701823, 77.06449403921997 28.46461755161836, 77.06449479541334 28.46461690393486, 77.06449548345181 28.46461618426451, 77.06449609651467 28.46461539974157, 77.06449662852451 28.46461455814317, 77.0644970742074 28.46461366781228, 77.06449742914518 28.46461273757494, 77.06449768981926 28.4646117766528, 77.06449785364553 28.4646107945717, 77.06449791899996 28.46460980106723, 77.06449788523466 28.46460880598822, 77.06449775268435 28.46460781919911, 77.06449752266303 28.46460685048217, 77.06449719745096 28.46460590944048, 77.06449678027205 28.46460500540283, 77.06449627526187 28.46460414733112, 77.0644956874267 28.46460334373163, 77.06449502259389 28.4646026025706, 77.06422653889115 28.46433172878524, 77.06422644123892 28.46431529631361, 77.06422638808618 28.46431432436027, 77.06422624068691 28.46431336217942, 77.06422600043771 28.46431241888792, 77.06422566961503 28.46431150342363, 77.06422525135342 28.46431062446075, 77.06422474961603 28.46430979032759, 77.0642241691569 28.46430900892775, 77.064223515476 28.46430828766511, 77.06419602252619 28.46428077142873, 77.06419527450159 28.46428009474501, 77.06419446211326 28.46427949685969, 77.06419359362678 28.46427898385588, 77.06419267787851 28.46427856095312, 77.06419172418563 28.46427823245418, 77.06419074225143 28.46427800170136, 77.06418974206649 28.46427787104242, 77.06416803693479 28.4642761430714, 77.06416711540143 28.46427611234992, 77.0641661949557 28.46427616663824, 77.06416528342297 28.46427630547481, 77.06416438855274 28.46427652767929, 77.06416351795295 28.46427683136258, 77.06416267902513 28.46427721394284, 77.06416187890159 28.46427767216753, 77.0641611243847 28.46427820214094, 77.06399664165278 28.46440545107087, 77.06399588556606 28.46440609865179, 77.06399519761287 28.46440681819929, 77.06399458461104 28.46440760258245, 77.06399405263559 28.46440844402781, 77.06399360695853 28.46440933419642, 77.06399325199668 28.46441026426645, 77.06399299126777 28.46441122502064, 77.06399282735572 28.46441220693765, 77.06399276188493 28.46441320028641, 77.06399279550426 28.46441419522255, 77.06399292788052 28.46441518188598, 77.0639931577018 28.46441615049857, 77.06399348269055 28.46441709146111, 77.06399389962601 28.46441799544839, 77.06399440437623 28.46441885350164, 77.06399499193903 28.46441965711732, 77.06399565649144 28.46442039833137, 77.06410260417655 28.46452835261273, 77.06410331586036 28.46452900479354, 77.06410408711095 28.46452958531586, 77.06410491074155 28.46453008877021, 77.06410577907729 28.46453051046522, 77.06410668402674 28.46453084647139, 77.06410761715726 28.4645310936577, 77.06410856977364 28.4645312497208, 77.06410953299905 28.46453131320644, 77.06411049785788 28.46453128352302, 77.06411145535921 28.46453116094716, 77.06411239658074 28.46453094662105, 77.06411331275184 28.46453064254186, 77.06411419533534 28.4645302515431, 77.064115036107 28.46452977726823, 77.06411582723224 28.4645292241367, 77.06411981928615 28.46452613576367, 77.06432723094775 28.46473549868415, 77.06432794263274 28.46473615086321, 77.06432871388431 28.46473673138372, 77.0643295375157 28.46473723483617, 77.06433040585203 28.46473765652926, 77.06433131080186 28.46473799253349, 77.06433224393258 28.46473823971786, 77.06433319654896 28.46473839577903, 77.06433415977419 28.46473845926278, 77.06433512463263 28.46473842957754, 77.06433608213344 28.46473830699992, 77.06433702335427 28.46473809267215, 77.06433793952452 28.4647377885914, 77.06433882210703 28.4647373975912, 77.0643396628776 28.46473692331501, 77.06434045400164 28.4647363701823))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-46fff00d15c74627a1443f684eabb697,the godfather lounge & bistro,6,893da111aabffff,853da113fffffff,IN.HR.GU,Gurgaon,142,4202,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0928852 28.4946326, 77.09339780000001 28.4955663, 77.0938273 28.4953898, 77.09331950000001 28.4944517, 77.0928852 28.4946326))",Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1001_356ttnf1-939760cb3dc547cf9eae074e5d7915fa,fantasy bar & lounge,6,893da111a4bffff,853da113fffffff,IN.HR.GU,Gurgaon,47,1430,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.08474510000001 28.4813504, 77.0848191 28.4813509, 77.0848189 28.4813732, 77.0848913 28.4813737, 77.0848912 28.4813844, 77.08516349999999 28.4813864, 77.0851636 28.4813758, 77.0852136 28.4813762, 77.0852139 28.4813506, 77.0852617 28.481351, 77.0852635 28.4811541, 77.0851875 28.4811535, 77.0851902 28.4808625, 77.0847741 28.4808595, 77.0847713 28.481148, 77.08474699999999 28.4811478, 77.08474510000001 28.4813504))",Nightclub,Haryana,
food.nightlife.brewery,POI_9999_12858545,ministry of beer gurgaon,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,15,270,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0645791 28.4684581, 77.0644336 28.4683346, 77.0643908 28.4683736, 77.06431600000001 28.4683101, 77.06427499999999 28.4683474, 77.06425179999999 28.4683686, 77.0642989 28.4684085, 77.0642187 28.4684815, 77.064392 28.4686285, 77.0645791 28.4684581))",Brewery,Haryana,\N
food.nightlife.live_entertainment,POI_1001_356ttncb-b7b6a2c21b184832b73a45259dbfb170,aradhana musical group & dj& sound &light system,6,893da11a1abffff,853da11bfffffff,IN.HR.GU,Gurgaon,13,204,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.02282447213604 28.46980105572814, 77.02277413085216 28.46977588508622, 77.0227985749293 28.46973514495763, 77.02279902665991 28.46973430341868, 77.02279939604496 28.46973342262186, 77.02279967971475 28.46973251060223, 77.0227998750815 28.46973157567967, 77.02279998036299 28.469730626383, 77.02279999459877 28.46972967137216, 77.02279991765899 28.46972871935923, 77.02279975024553 28.46972777902892, 77.02279949388561 28.46972685895938, 77.02279915091789 28.46972596754394, 77.02279872447106 28.46972511291451, 77.0227982184354 28.46972430286743, 77.02279763742719 28.46972354479236, 77.02279698674667 28.46972284560482, 77.02279627232967 28.46972221168312, 77.02279550069345 28.46972164881022, 77.02279467887725 28.46972116212092, 77.02262467887728 28.46963116212093, 77.02262379189023 28.46963074680772, 77.02262286853019 28.46963042025401, 77.02262191765432 28.4696301855922, 77.02262094838372 28.46963004507325, 77.02261997001592 28.46963000004504, 77.02261899193574 28.46963005093952, 77.02261802352523 28.46963019726847, 77.02261707407368 28.46963043762828, 77.02261615268853 28.46963076971332, 77.02261526820797 28.46963119033815, 77.02261442911625 28.46963169546799, 77.02261364346218 28.46963228025749, 77.02261291878199 28.46963293909715, 77.02261226202704 28.46963366566719, 77.02261167949713 28.46963445299812, 77.02259668004513 28.46965695217611, 77.02241465746437 28.46956115081785, 77.02241379087148 28.46956074639031, 77.02241288960938 28.46956042659119, 77.0224119619205 28.46956019434517, 77.02241101628898 28.46956005177628, 77.02241006136305 28.46956000018835, 77.02240910587591 28.46956004005319, 77.02240815856595 28.46956017100621, 77.02240722809672 28.46956039184979, 77.0224063229778 28.46956070056421, 77.02240545148689 28.46956109432615, 77.02240462159418 28.46956156953447, 77.0224038408894 28.46956212184318, 77.02240311651245 28.46956274620117, 77.02240245508808 28.4695634368984, 77.02240186266532 28.46956418761814, 77.02235186266533 28.46963418761816, 77.02235134316875 28.46963499407641, 77.0223509033368 28.46963584660175, 77.02235054721704 28.46963673734881, 77.02235027808666 28.46963765812047, 77.02235009842235 28.46963860044332, 77.02235000987747 28.46963955564561, 77.02235001326686 28.46964051493708, 77.02235010855931 28.46964146948983, 77.02235029487791 28.46964241051958, 77.02235057050805 28.46964332936648, 77.02235093291324 28.46964421757484, 77.02235137875844 28.4696450669709, 77.02235190394076 28.46964586973807, 77.02235250362719 28.46964661848889, 77.02235317229912 28.46964730633296, 77.02235390380308 28.46964792694039, 77.02235469140739 28.46964847460001, 77.02235552786409 28.469648944272, 77.02279552786412 28.46986894427194, 77.02279641783282 28.46986933638465, 77.02279734168155 28.46986964019415, 77.02279829067257 28.46986985282701, 77.02279925583034 28.46986997227216, 77.02280022802645 28.46986999739989, 77.02280119806589 28.46986992797255, 77.02280215677406 28.46986976464677, 77.02280309508355 28.46986950896729, 77.02280400411983 28.46986916335231, 77.02280487528529 28.46986873107065, 77.02280570034046 28.46986821621081, 77.02280647148199 28.46986762364233, 77.02280718141645 28.46986695896969, 77.02280782342933 28.46986622847934, 77.02280839144848 28.46986543908025, 77.02280888010158 28.46986459823852, 77.02280928476698 28.46986371390679, 77.02282928476698 28.46981371390681, 77.02282960687218 28.46981277633008, 77.02282983456085 28.46981181146752, 77.02282996559528 28.46981082880183, 77.02282999868764 28.46980983799066, 77.02282993351272 28.46980884877171, 77.02282977071104 28.46980787086706, 77.02282951188263 28.46980691388758, 77.02282915957127 28.46980598723846, 77.02282871723946 28.46980510002684, 77.02282818923447 28.46980426097225, 77.02282758074553 28.46980347832093, 77.02282689775286 28.4698027597648, 77.02282614696897 28.46980211236583, 77.02282533577254 28.46980154248669, 77.02282447213604 28.46980105572814))",Live Entertainment-Music,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf4-bcb21ae8277478fb92c33a5bb27a5a69,longitude bar,6,893da103413ffff,853da103fffffff,IN.HR.GU,Gurgaon,52,2311,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.1077533 28.4801272, 77.10769089999999 28.4801049, 77.1075498 28.4804092, 77.1076207 28.4804346, 77.10753510000001 28.4806193, 77.1076774 28.4806703, 77.1075841 28.4808716, 77.1076958 28.4809116, 77.1079043 28.4804615, 77.1077971 28.4804232, 77.10790849999999 28.4801828, 77.1077533 28.4801272))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-3d97e8fecfc90284b994179c304c0d93,permit kaksh,6,893da11acafffff,853da11bfffffff,IN.HR.GU,Gurgaon,8,166,IND,3.4,all_ind_3.4_all,2024,2024-06-01 00:01:01,"POLYGON ((77.0480704 28.4809058, 77.0482313 28.4808505, 77.0481569 28.4806834, 77.047996 28.4807387, 77.0480704 28.4809058))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356jx7ps-50936d1ba50a0598ae3f4050c33872e7,the addams house,6,893da11a887ffff,853da11bfffffff,IN.HR.GU,Gurgaon,34,612,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0627003 28.4694856, 77.0620708 28.4689835, 77.0618803 28.469168, 77.06250989999999 28.4696701, 77.0627003 28.4694856))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_9999_10672158,downtown diner & fresh beer cafe,6,893da11a8bbffff,853da11bfffffff,IN.HR.GU,Gurgaon,23,414,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.0632095 28.4681753, 77.0631673 28.4679366, 77.0626702 28.4680044, 77.0627123 28.4682431, 77.0632095 28.4681753))",Brewery,Haryana,\N
food.nightlife.bar_pub,POI_1001_356jx7ps-01d4cc0e2c44037529ecc70ef7599e9b,sydney cafe,6,893da11a9b3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,19,342,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,,Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19805cfa5e55:0x43dbbc18cc03bc77,queens nightclub mgf - gurgaon,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,130,2340,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.nightclub,POI_9999_4911812567564769860,ryu bar,6,893da11a8d3ffff,853da11bfffffff,IN.HR.GU,Gurgaon,32,535,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.0500155 28.4617338, 77.0500229 28.4618503, 77.0502197 28.4618406, 77.05022099999999 28.461783, 77.0501747 28.4617294, 77.0500155 28.4617338))",Nightclub,Haryana,\N
food.nightlife.bar_pub,POI_1001_356ttncf-d72f31e1894976e54f60e0a8305a046c,tango's bar & grill,6,893da11a91bffff,853da11bfffffff,IN.HR.GU,Gurgaon,62,973,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.0829435 28.4681668, 77.0838054 28.4681689, 77.0838047 28.4683824, 77.0834133 28.4683832, 77.0834112 28.4684368, 77.0829427 28.4684356, 77.0829435 28.4681668))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_1001_356ttncf-d3a51355a6884cd49e07a23074844931,striker pub & brewery,6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,39,574,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Brewery,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19805cfa5e55:0x43dbbc18cc03bc77,queens nightclub mgf - gurgaon,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,179,2634,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncb-44a17cdbf632d78052b0f009ae4f4466,bourbon street bar & lounge - the acura bmk hotel,6,893da11aecfffff,853da11bfffffff,IN.HR.GU,Gurgaon,12,177,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.03189860000001 28.4504817, 77.0318599 28.4506049, 77.032027 28.4506702, 77.03202520000001 28.4506759, 77.03216519999999 28.4507137, 77.032218 28.4505744, 77.03189860000001 28.4504817))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d1922878a9605:0x481ef8c55e605f2c,lucia lounge bar,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,76,1118,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.079966 28.4815268, 77.0804366 28.4815342, 77.0804483 28.4809614, 77.0799777 28.480954, 77.0799715 28.4812548, 77.0800569 28.4812562, 77.08005559999999 28.4813223, 77.07997020000001 28.4813209, 77.079966 28.4815268))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d18ce4188c027:0x2b7d74ab997daeaa,underdoggs sports bar & grill,6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,39,574,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,,Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncf-277bf8d2c6c84e05b94cd53ecf62f91e,bahi kitchen lounge & bar,6,893da10365bffff,853da103fffffff,IN.HR.GU,Gurgaon,123,4940,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.0993563 28.4474322, 77.0987313 28.4480855, 77.0987957 28.4482694, 77.0993287 28.4484683, 77.09943509999999 28.4482168, 77.0992928 28.4481713, 77.0992942 28.448146, 77.0992928 28.4481119, 77.0992799 28.4480626, 77.0992439 28.4480222, 77.09920080000001 28.4479855, 77.0996176 28.4476228, 77.0993563 28.4474322))",Bar and Pub,Haryana,
food.nightlife.live_entertainment,POI_1001_356ttncb-1ea2ee10fa2d471a8ebb8f76939dce72,yadav sound & dj service,6,893da11a157ffff,853da11bfffffff,IN.HR.GU,Gurgaon,7,119,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0147903 28.4607384, 77.0148832 28.4609041, 77.0149505 28.4608749, 77.0148576 28.4607092, 77.0147903 28.4607384))",Live Entertainment-Music,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19805cfa5e55:0x43dbbc18cc03bc77,queens nightclub mgf - gurgaon,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,151,2558,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.brewery,POI_1012_G_0x390d183000000021:0xb989a6a2a9359fa7,quaff brewing co.,6,893da111a13ffff,853da113fffffff,IN.HR.GU,Gurgaon,33,964,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,,Brewery,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncf-d72f31e1894976e54f60e0a8305a046c,tango's bar & grill,6,893da11a91bffff,853da11bfffffff,IN.HR.GU,Gurgaon,62,1050,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,"POLYGON ((77.0829435 28.4681668, 77.0838054 28.4681689, 77.0838047 28.4683824, 77.0834133 28.4683832, 77.0834112 28.4684368, 77.0829427 28.4684356, 77.0829435 28.4681668))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d18ce4188c027:0x2b7d74ab997daeaa,underdoggs sports bar & grill,6,893da11a96fffff,853da11bfffffff,IN.HR.GU,Gurgaon,25,424,IND,3.4,all_ind_3.4_all,2024,2024-06-05 00:01:01,,Bar and Pub,Haryana,
food.nightlife.nightclub,POI_1012_G_0x390d19226f605019:0x8b254a7722ba5b7e,zygo,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,179,2634,IND,3.4,all_ind_3.4_all,2024,2024-06-08 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.nightclub,POI_1001_356jx7ps-6f533de194270409b01ce3651b9fe751,zygo,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,130,2340,IND,3.4,all_ind_3.4_all,2024,2024-06-02 00:01:01,"POLYGON ((77.079949 28.4809296, 77.0804483 28.4809352, 77.080459 28.4802067, 77.0799597 28.4802011, 77.079949 28.4809296))",Nightclub,Haryana,
food.nightlife.bar_pub,POI_1012_G_0x390d1922878a9605:0x481ef8c55e605f2c,lucia lounge bar,6,893da11a997ffff,853da11bfffffff,IN.HR.GU,Gurgaon,75,1178,IND,3.4,all_ind_3.4_all,2024,2024-06-04 00:01:01,"POLYGON ((77.079966 28.4815268, 77.0804366 28.4815342, 77.0804483 28.4809614, 77.0799777 28.480954, 77.0799715 28.4812548, 77.0800569 28.4812562, 77.08005559999999 28.4813223, 77.07997020000001 28.4813209, 77.079966 28.4815268))",Bar and Pub,Haryana,
food.nightlife.brewery,POI_1001_3569eb75-72dc9960c09163b698d791358e3b172e,lagom kitchen + brewery,6,893da1180b7ffff,853da11bfffffff,IN.HR.GU,Gurgaon,44,736,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,,Brewery,Haryana,
food.nightlife.bar_pub,POI_1001_356ttncf-277bf8d2c6c84e05b94cd53ecf62f91e,bahi kitchen lounge & bar,6,893da10365bffff,853da103fffffff,IN.HR.GU,Gurgaon,83,3775,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.0993563 28.4474322, 77.0987313 28.4480855, 77.0987957 28.4482694, 77.0993287 28.4484683, 77.09943509999999 28.4482168, 77.0992928 28.4481713, 77.0992942 28.448146, 77.0992928 28.4481119, 77.0992799 28.4480626, 77.0992439 28.4480222, 77.09920080000001 28.4479855, 77.0996176 28.4476228, 77.0993563 28.4474322))",Bar and Pub,Haryana,
food.nightlife.bar_pub,POI_1001_356ttnf1-15a62322ffd44fad897ea36cf8d2bbd7,passha club & bar,6,893da11ad67ffff,853da11bfffffff,IN.HR.GU,Gurgaon,31,519,IND,3.4,all_ind_3.4_all,2024,2024-06-07 00:01:01,"POLYGON ((77.07292051859109 28.47746121270451, 77.07284667969185 28.47746121270649, 77.07284569545398 28.4774612612606, 77.07284472077386 28.47746140645138, 77.07284376511645 28.47746164686891, 77.07284283776193 28.47746198017854, 77.0728419477157 28.47746240314355, 77.07284110362083 28.47746291165662, 77.07284031367416 28.47746350077966, 77.07283958554675 28.47746416479181, 77.07283892630926 28.47746489724497, 77.07283834236345 28.47746569102642, 77.07283783937993 28.4774665384279, 77.07283742224305 28.47746743122044, 77.07283709500356 28.4774683607343, 77.07283686083925 28.47746931794314, 77.07283672202399 28.47747029355168, 77.07283667990585 28.47747127808596, 77.07283859935922 28.47776485838354, 77.07283865446043 28.47776584335593, 77.07283880634398 28.47776681810623, 77.07283905353175 28.47776777314809, 77.07283939361807 28.47776869918699, 77.07283982329321 28.47776958721066, 77.07284033837554 28.47777042857678, 77.07284093385223 28.47777121509714, 77.07284160392808 28.47777193911724, 77.07284234208186 28.47777259359089, 77.07284314112979 28.4777731721487, 77.07284399329552 28.47777366916011, 77.07284489028568 28.47777407978817, 77.07284582337073 28.47777440003662, 77.07284678346979 28.47777462678878, 77.07339557531009 28.47787595379977, 77.07339652534229 28.47787608247767, 77.07339748333079 28.47787611958867, 77.07339844047054 28.47787606479167, 77.07339938796427 28.47787591859031, 77.07340031710339 28.47787568232837, 77.073401219348 28.47787535817737, 77.07340208640539 28.47787494911665, 77.07340291030629 28.47787445890595, 77.07340368347803 28.47787389205092, 77.07340439881429 28.4778732537616, 77.07340504974024 28.47787254990466, 77.07340563027311 28.47787178694936, 77.07340613507712 28.47787097190818, 77.07340655951249 28.47787011227232, 77.07340689967819 28.47786921594286, 77.07340715244766 28.47786829115813, 77.07340731549766 28.47786734641801, 77.07340738732957 28.47786639040578, 77.07341794435328 28.47747609728022, 77.07341792210042 28.47747510750751, 77.07341780208698 28.47747412478579, 77.07341758548928 28.47747315874715, 77.07341727443028 28.47747221886019, 77.07341687195881 28.47747131433715, 77.07341638201969 28.47747045404368, 77.07341580941501 28.4774696464119, 77.07341515975715 28.47746889935777, 77.0734144394137 28.47746822020351, 77.07341365544504 28.47746761560582, 77.07341281553524 28.47746709149064, 77.07341192791661 28.47746665299505, 77.07341100128912 28.47746630441694, 77.07341004473506 28.4774660491729, 77.07340906763002 28.47746588976467, 77.0734080795511 28.4774658277547, 77.07297873062012 28.47746017954161, 77.07297773843503 28.47746021578061, 77.07297675473369 28.47746035022831, 77.07297578921286 28.4774605815594, 77.07297485139014 28.47746090749354, 77.07297395051006 28.47746132481786, 77.07297309545298 28.4774618294186, 77.07297229464758 28.4774624163217, 77.07297155598778 28.47746307974179, 77.07297088675485 28.47746381313923, 77.07297029354574 28.47746460928461, 77.07296978220795 28.47746546032996, 77.07296935778199 28.47746635788615, 77.07296902445158 28.47746729310558, 77.07296878550255 28.47746825676936, 77.07296864329031 28.47746923937823, 77.07296859921671 28.47747023124619, 77.07296864642747 28.47747921171196, 77.07293096752814 28.47747960164963, 77.07293050514514 28.47747069429973, 77.07293040158255 28.47746968742253, 77.07293019676605 28.47746869617226, 77.07292989279405 28.47746773070454, 77.07292949278083 28.47746680091084, 77.07292900082462 28.47746591631715, 77.07292842196564 28.47746508598638, 77.07292776213447 28.47746431842549, 77.07292702809124 28.47746362149833, 77.07292622735645 28.47746300234513, 77.07292536813382 28.47746246730927, 77.07292445922631 28.47746202187233, 77.07292350994595 28.47746167059795, 77.07292253001836 28.47746141708501, 77.07292152948315 28.47746126393083, 77.07292051859109 28.47746121270451))",Bar and Pub,Haryana,
